review,label
"Discriminative learning based denoising model trained with Additive White Gaussian Noise (AWGN) performs well on synthesized noise. However, realistic noise can be spatial-variant, signal-dependent and a mixture of complicated noises. In this paper, we explore multiple strategies for applying an AWGN-based denoiser to realistic noise. Specifically, we trained a deep network integrating noise estimating and denoiser with mixed Gaussian (AWGN) and Random Value Impulse Noise (RVIN). To adapt the model to realistic noises, we investigated multi-channel, multi-scale and super-resolution approaches. Our preliminary results demonstrated the effectiveness of the newly-proposed noise model and adaptation strategies.",0
"Metabolic networks in biological systems are interconnected, such that malfunctioning parts can be corrected by other parts within the network, a process termed adaptive metabolism. Unlike Bacillus Calmette-Guerin (BCG), Mycobacterium tuberculosis (Mtb) better manages its intracellular lifestyle by executing adaptive metabolism. Here, we used metabolomics and identified glutamate synthase (GltB/D) that converts glutamine to glutamate (Q -> E) as a metabolic effort used to neutralize cytoplasmic pH that is acidified while consuming host propionate carbon through the methylcitrate cycle (MCC). Methylisocitrate lyase, the last step of the MCC, is intrinsically downregulated in BCG, leading to obstruction of carbon flux toward central carbon metabolism, accumulation of MCC intermediates, and interference with GltB/D mediated neutralizing activity against propionate toxicity. Indeed, vitamin B12 mediated bypass MCC and additional supplement of glutamate led to selectively correct the phenotypic attenuation in BCG and restore the adaptive capacity of BCG to the similar level of Mtb phenotype. Collectively, a defective crosstalk between MCC and Q -> E contributes to attenuation of intracellular BCG. Furthermore, GltB/D inhibition enhances the level of propionate toxicity in Mtb. Thus, these findings revealed a new adaptive metabolism and propose GltB/D as a synergistic target to improve the antimicrobial outcomes of MCC inhibition in Mtb.",0
"Understanding the genomic basis of local adaptation is crucial to determine the potential of long-lived woody species to withstand changes in their natural environment. In the past, efforts to dissect the genomic architecture in gymnosperms species have been limited due to the absence of reference genomes. Recently, the genomes of some commercially important conifers, such as loblolly pine, have become available, allowing whole-genome studies of these species. In this study, we test for associations between 87k SNPs, obtained from whole-genome resequencing of loblolly pine individuals, and 270 environmental variables and combinations of them. We determine the geographic location of significant loci and identify their genomic location using our newly constructed ultradense 26k SNP linkage map. We found that water availability is the main climatic variable shaping local adaptation of the species, and found 821 SNPs showing significant associations with climatic variables or combinations of them based on the consistent results of three different genotype environment association methods. Our results suggest that adaptation to climate in the species might have occurred by many changes in the frequency of alleleswith moderate to small effect sizes, and bythe smaller contribution of large effect alleles in genes related to moisture deficit, temperature and precipitation. Genomic regions of low recombination and high population differentiation harbored SNPs associated with groups of environmental variables, suggesting climate adaptation might have evolved as a result of different selection pressures acting on groups of genes associated with an aspect of climate rather than on individual environmental variables.",0
"Small-scale farmers who depend on natural resources for subsistence in rural areas are especially vulnerable to climate change and may develop adaptive responses once they understand the nature of the risks and their consequences. We examine the effects of schooling, experience in agriculture, and the number and severity of risks perceived by farmers on the number and type of adaptive responses developed. Ninety-four farmers were surveyed in six rural communities in Catimbau National Park, Pernambuco, Brazil, to obtain socioeconomic data about major drought events and perceived related risks. Participants were asked to classify risks according to their severity. We argue that understanding the degree of vulnerability of social-ecological systems in semi-arid regions may facilitate actions at different scales to mitigate risks arising from climate change.",1
"To better explain why the economic systems are grey, it is necessarily to study their components and to effectively look into their pasts or predict their future. In most of the cases, when predicting their future, the uncertainty arises. First of all, the human component plays an important role due to its usually unpredicted and sometimes irrational behaviour, a situation strictly related to the way the humans are thinking and acting. From here, it is easily be demonstrated that when analysing a system we are facing with grey knowledge. This kind of knowledge exists and it represents that small piece of puzzle that succeed in filling the gap that separate the explicit knowledge form the tacit one, also conducting to incertitude. Second, it often happens that the abnormal situations or crises that may arise in the economic systems to depend on various, mostly unknown or unpredicted, environmental conditions, including here turbulences. Moreover, when focusing specifically on firms as parts of the economic systems, this grey situation becomes even more noticeable. Firms - complex adaptive systems by nature - possess one of the most important sources of uncertainty that derives directly from their highly adaptive capacity. That is why, when analysing the economic systems, in general, or their sub-systems, in particular, the applying of the grey systems theory methods becomes a very good alternative to the already consecrated methods. To support this idea, some of the most well-known and well-used methods in the economic systems treatment (including grey systems theory) are presented along with their main advantages and disadvantages. Also, a case study is illustrated, showing how we can combine these theories in order to achieve better results.",0
"Cultural landscapes reflect a cultural group's continuous and evolved interactions with natural resources and the environment. By now, climate change has become the most significant threat to cultural landscapes, e.g., food security, water scarcity, and displacement. The cultural and natural heritage of cultural landscapes can enhance their value as integrated systems and offer solutions to the challenges brought by climate change. Although exploring tangible impacts of climate change has received sufficient attention in cultural landscapes, a systematic understanding of the main barriers has been overlooked in building climate resilience in cultural landscapes. This paper aimed to explore the main barriers to building climate resilience in cultural landscapes. The research methodology was based on the content analysis of 359 documents published between 1995 and 2020. The results revealed that the integrated approach in documentation and assessments was the most quoted technical barrier. In addition, the lack of a regulatory framework for supporting effective collaboration and cooperation has been discussed as the most significant institutional obstacle to climate resilience in cultural landscapes.",1
"NOVELTY - The method involves extracting the feature through the multi-layer convolution neural network (CNN) by an encoder portion. The decoder portion gradually recovers the feature image through the up-sampling and convolution layer to finally generate the prediction result. The multi-scale attention mechanism module is introduced based on the U-Net framework. The module captures the features under different scales and endow the important features with higher weight so as to obviously improve the recognition ability of the model. The model training is performed by integrating the ocean surface latent heat flux data from multiple data sources. The model learns more abundant and comprehensive characteristics by fusing the multi-source data. The adaptive capacity to different environments and conditions is improved, and the prediction performance is enhanced. USE - Marine surface latent heat flux prediction method based on multi-scale attention mechanism and data assimilation for ocean science and climate dynamics and other multi-subject cross. ADVANTAGE - The model has excellent performance in forecasting the ocean surface latent heat flux, which embodies the integration of the complex neural network structure and the real-time data correction mechanism and improves the forecasting ability. DESCRIPTION Of DRAWING(S) - The drawing shows a flowchart illustrating a marine surface latent heat flux prediction method based on multi-scale attention mechanism and data assimilation.",0
"NOVELTY - The utility model relates to the technical field of training operation device, especially claims an optical-mechanical-electrical integrated training operating device, it is convenient for seat height adjustment, improving adaptive capacity and space occupied by rational design, placing more convenient; comprising a worktable, a simulation operating console, a seat, an analog control mechanical device and display screen; the seat comprises a base plate, a supporting plate, four groups of upper screwed pipe and four groups of upper threaded rod, supporting plate top left front side, right front side, a left rear side and right back side are provided with upper placing groove; in the upper placing groove is provided with upper ball bearing; it further comprises a supporting frame, a left limiting plate, a left screw, left screw rod, a left fixing clamp, a right limiting plate, right, right threaded rod and a right fixing clamp, a right end of the left limiting plate is provided with a left groove, and provided with a left ball bearing in the left groove, right location left end provided with a right placing groove, right containing groove is provided with a right ball bearing, left end and right end of the display screen are respectively fixed on the left fixing clamp and the right fixing clamp.",0
"NOVELTY - This new utility model relates to a kind of one intelligent mailbox storage cabinet, comprising cabinet body, comprising refrigerator in the insulating cavity wall, more temperature cavity and installed in the refrigerator in more temperature in front end and set with opening, cabinet door, hinged at cabinet body front end, when rotating can open or close refrigerator in more temperature cavity and the front end opening, cabinet door for opening the refrigerator cavity corresponding to make refrigerator has separate heat in the heat-insulating part, wherein corresponding to opening of more temperature in upper position is provided with letter mailing; cooling device, comprising position of compressor is installed in cavity, and the pipeline in the refrigerator in the wall cavity, driving the refrigerant compressor and refrigerator to carry out cooling cavity, locking device in circulation operation between compressor and pipeline, used for locking cabinet door to prevent the cabinet door open, identity identification device, reading and checking identity information of user, and give out opening command, controller, used for receiving opening command and control locking device release the lock for cabinet door when in identity information right. This new utility model can at the same time containing perishable goods and often warm article and letter, wherein each of goods, adaptive capacity for storing article is strong.",0
"Coastal tourism and beach resorts are considered the most vulnerable tourism activities to climate change. This paper seeks to achieve two objectives: first, to examine climate change's impact on the value of tourists' experience in coastal tourism and beach resorts; Secondly, to identify the adaptation strategies applied to coastal tourism and beach resort hotels to reduce the negative effects of climate changes. A quantitative approach was adopted in this research to test the study hypotheses. Hurghada was selected as a case study. A convenience sample technique was chosen in this research to collect data from visitors of coastal tourism and beach resort hotel guests. A total of 250 questionnaires were distributed, and only 175 were returned and valid for analysis with a response rate of 70%. The findings showed that coastal tourism and beach resort hotels on the Red Sea are highly vulnerable to potential climate change risks such as floods, rising sea levels and rising temperatures. Also, the findings showed that climate changes negatively affect coastal tourism and beach resort hotels, affecting the value of the tourist experience. In addition, the results indicated that coastal tourism and beach resort hotels on the Red Sea coast in Hurghada are exposed to significant financial losses due to the threats of climate change. Beach resort hotels must be able to adapt to climate changes and mitigate their effects.",0
"This paper suggests a two-tiered climate insurance strategy that would support developing country adaptation to the risks of climate variability and meet the intent of Article 4.8 of the United Nations Framework Convention on Climate Change (UNFCCC). The core of this strategy is the establishment of a climate insurance programme specialized in supporting developing country insurance-related initiatives for sudden- and slow-onset weather-related disasters. This programme could take many institutional forms, including an independent facility, a facility in partnership with other institutions of the donor community, or as part of a multi-purpose disaster management facility operated outside of the climate regime. Its main purpose would be to enable the establishment of public-private safety nets for climate-related shocks by assisting the development of (sometimes novel) insurance-related instruments that are affordable to the poor and coupled with actions and incentives for pro-active preventive measures. A second tier could provide disaster relief contingent on countries making credible efforts to manage their risks. Since it would be based on precedents of donor-supported insurance systems in developing countries, a main advantage of this proposed climate insurance strategy is its demonstrated feasibility. Other advantages include its potential for linking with related donor initiatives, providing incentives for loss reduction and targeting the most vulnerable. Many details and issues are left unresolved, and it is hoped that this suggested strategy will facilitate needed discussion on practical options for supporting adaptation to climate change in developing countries.",1
"NOVELTY - The utility model belongs to the field of ocean monitoring, specifically an anti-fishing cabin body type sea bed base, comprising a gimbal device, floating cabin and supported platform, supported platform at seabed, contained in the supported platform is hollow structure, floating cabin, and it is connected with the bottom-supported platform through acoustic releaser; floating cabin is provided with a plurality of instrument cabinet for mounting a monitoring device, the monitoring device of instrument cabinet are preassembled with each instrument cabin bottom of the fixing screw rod, at least one instrument chamber is mounted with the monitoring device vertical to the water surface of the gimbal device; a gimbal device comprises a relative rotation of the outer ring and the inner ring; the inner ring is rotationally connected to the outer ring of the inner and outer ring is rotationally connected to the instrument cabinet wall, the instrument cabinet is mounted in a gimbal device monitoring device is connected with the inner ring. The utility model has good anti-fishing, has strong terrain adaptive capacity.",0
"Range distributions for many animal species across North America are shifting, many in directions consistent with anthropogenic climate change over the last century. Assuming climate change continues to act as a driver for geographic range shifts, theoretical northern range shift movements can be calculated using a bioclimatic envelope approach that assume the need to maintain current temperatures and determine whether these would be attainable given projected temperature changes over the coming century. We focus on historically present small mammals in northern Indiana whose range shifts from their 1930s capture locations are attributed to be a hypothetical response to changes in recorded and projected average January temperature from 1914-1944 to 1961-1990, 2020-2049, and 2070-2099. Over the mid-20th century, the theoretical distance a mammal must move to remain at the same temperature (temperature-maintaining distance, TMD) ranged from 18.6 to 97.3 km (0.40-2.07 km/year) and appears to have been attainable. However, based on future temperature changes projected under the SRES higher (A1FI) and lower (B1) emissions scenarios, we found significantly larger increases in TMDs by both mid- and end-of-century relative to the historical period. Given recognized barriers to northern range extension, future small mammal TMDs greater than 4 km/year in some scenarios appear less viable than those experienced in the past in this region. As differences between higher and lower emissions scenarios may ultimately influence the ability of mammals to move TMDs, particularly by the end of the century, future emissions have the potential to markedly affect the resulting range shifts. (c) 2009 Elsevier B.V. All rights reserved.",1
"Sorghum is a climate-resilient crop critical to livelihood in several semi-arid regions but has tradition-ally received limited research investment. In depth bibliometric analysis covering years 2000 -2020 was performed using Scopus database to gain insight on sorghum research trends and identify gaps and opportunities for the crop. 17,720 relevant documents were retrieved and analysed. Robust increase in research literature on sorghum was observed for the period, more than tripling to almost 1,600/year in 2020. New opportunities stimulated by the sorghum genome sequencing and evolution of the crop as a model for drought tolerance, and growing recognition of sorghum as a potential food and energy security crop in response to climate change were key drivers of research output. Encourag-ing evidence demonstrates that both sorghum yield and nutritional quality are more stable to climate change compared to major cereal crops like maize and rice. End use trends suggest sorghum is more competitive in the food market than feed and bioenergy markets that have dominated its production in the past. Quality traits identified as most likely to expand long-term sorghum food value chain include endosperm functionality (kafirin protein properties), health (resistant starch and polyphenols), and nutrition (iron and zinc). Gene editing technology has shown promise as a tool to efficiently design sorghums with traits for high value food applications. Increased investment in market-driven sorghum improvement research targeting traits that address long-term consumer food needs will ben-efit both global food security and the environment.(c) 2022 SAAB. Published by Elsevier B.V. All rights reserved.",1
"Cropping system diversification of cereal-cereal systems with alternative systems preferably with pulses/legumes is demand of time across the globe for sustenance of natural resources and climate resilience. Rice-chickpea has been advocated as a futuristic cropping system in rice ecologies of South Asia for diversification of dominating rice-wheat system. However, the long-term sustainability of this system with respect to weed severity/growth, crop/system productivity, profitability, and yield stability under variable tillage, crop residues, and weed management practices has not been studied elaborately. Hence, present study was undertaken for five consecutive years in split-plot design with four tillage and residue management practices in main plot (conventional and zero tillage with and without residues), and three weed control practices (pre + post emergence herbicides and manual weeding) in sub-plot. Conservation tillage system comprising zero-tilled (ZT) direct seeded rice (ZTDSR) - ZT chickpea with rice residue retention (ZTDSR-ZTC+RR) led to the lower weed density in chickpea (by 10 %) and system (by 7 %) than conventional-tilled (CT) puddled transplanted rice - CT chickpea without residues (PTR-CTC-R; farmer practice). Among weed management practices, pendimethalin 1 kg a.i. ha-1 - metsulfuron-methyl + chlorimuron ethyl (ready-mix) 4 g a.i. ha-1 in rice and oxyfluorfen 150 g a.i. ha-1 - propaquizafop 100 g a.i. ha-1 in chickpea decreased the weed density in system by 14-22 % (p < 0.05) than pendimethalin + one hand weeding. The best weed management practice (pendimethalin - metsulfuron-methyl + chlorimuron ethyl) had significantly total weed density rice (by 7 %) and system (by 10 %) than current recommendation of the Indo-Gangetic Plains region (pendimethalin - bispyribac-sodium). It suggested that rotation of bispyribac-sodium with metsulfuron-methyl+chlorimuron ethyl (mixture herbicide) could reduce weed density and increase yield over time. Mean of five years indicated a non-significant yield difference among conservation and conventional tillage systems in rice. However, conservation tillage practice (ZTDSR-ZTC+RR) had 10 % higher chickpea yield and 4 % higher system yield (five years mean) over the PTR-CTC-R (p < 0.05). Further, conservation tillage comprising ZT in both crops in system with added residues (ZTDSR-ZTC+RR) resulted in an economic benefit of INR 22,000 than the conventional tillage in both crops without residues (PTRCTC-R). Moreover, five years sustainable yield index was 16 % higher in ZTDSR-ZTC+RR system than conventional-tilled rice-chickpea system. Thus, conservation tillage with suitable pre- + post- emergence herbicides such as pendimethalin - metsulfuron-methyl + chlorimuron ethyl in rice and oxyfluorfen - propaquizafop in chickpea can reduce the weed density and enhance the crop and system productivity over time than conventional tillage. This system can also sustain the yields of component crops and system in long-run with higher yield stability over conventional tillage without residues. This system can be adopted in the cereal-cereal based cropping system of rice ecologies to diversify the system and to reverse the weed infestation and yield decline.",1
"Climate change is one of the major challenges in watershed management systems. Rising air temperatures, increasing precipitation in winter, and decreasing precipitation in summer as well as increases in extreme weather events have increased flooding and droughts and further affected water quality in the Miyun Reservoir Watershed (MRW). This study used the Soil and Water Assessment Tool (SWAT) model with five downscaled general circulation models (GCMs) to quantify the impact of climate change on hydrology, soil erosion, nutrient cycling, and the performance of Best Management Practices (BMPs) at watershed scale, driven by RCPs 2.6, 4.5, and 8.5. Compared with the baseline scenario, the results indicated that climate variability, especially precipitation and temperature, had great effects on surface runoff, sediment yields, and nutrient losses and further significantly affected BMP efficiency, although the magnitudes of change differed among the RCPs. Monthly sediment and nutrient loads increased substantially in all climate change scenarios, especially in flood season, due to the increase in precipitation intensity. Although BMPs were identified to be not appreciably effective in controlling water balance, they were effective in reducing sediment and nutrient losses. Based on this case, a simulation-optimization framework was applied to develop future watershed management strategies with BMP configurations because of their climate adaptation benefits, water improvement targets, and economical cost. The results indicated that the discrepancy among different climate scenarios was reflected by the number and types of BMPs and their spatial distributions, especially structural BMPs. This study suggests that the increasing frequency of rainfall events may decrease the efficiency of BMPs in the MRW, and watershed management should be adjusted according to changing climate in the future.",1
"The global decline of coral reefs heightens the need to understand how corals may persist under changing environmental conditions. Restructuring of the coral-associated bacterial community, either through natural or assisted strategies, has been suggested as a means of adaptation to climate change. A low complexity microbial system would facilitate testing the efficacy of microbial restructuring strategies. We used the model organism for corals, Exaiptasia diaphana, and determined that short-term (3 weeks) exposure to filter-sterilized seawater conditions alone reduced the complexity of the microbiome. Metabarcoding of the V5-V6 region of the bacterial 16S rRNA gene revealed that alpha diversity was approximately halved in anemones reared in filtersterilized seawater compared to controls reared in unfiltered seawater and that the composition (beta diversity) differed significantly between the two. By reducing the complexity of the E. diaphana microbiome, the development of a system for testing assisted strategies such as probiotics, is more feasible.",1
"Crop wild relatives (CWR) are valuable gene pools for crop improvement and offer unique potential and opportunity for enhancing food security and adaptation to climate change. However, current actions towards conservation of plant genetic resources in Zambia do not adequately cover CWR occurring in the country. The article describes the process leading to the development of a national strategic action plan (NSAP) for the conservation and sustainable use of priority CWR in Zambia. Based on 59 prioritized crops, a partial checklist of 459 CWR taxa was generated from the national flora checklist of 6305 taxa. The generated CWR taxa were prioritized based on the socio-economic value of the related crop, their utilization potential in crop improvement, relative distribution and threat status to produce 30 prioritized CWR taxa. Occurrence data were compiled for all CWR inventory taxa and used in spatial analyses to establish species distribution, species richness, gaps in in situ conservation and genebank collections, and to identify priority sites for in situ conservation and ex situ collecting. Consistent with the national developmental agenda, along with the contribution of national stakeholders, spatial analyses of occurrence data of priority CWR taxa are valuable input for the development of the NSAP for the conservation and sustainable use of the priority CWR.",1
"Climate change and trade are closely related. Climate may alter the comparative advantages across countries, which may in turn trigger changes in trade patterns. Trade itself may constitute an adaptation strategy, moving excesses of agri-food supply to regions with shortages, and this in turn may explain changes in land-use. We investigate these linkages, showing that the changes in climate affect counties' trade value and contribute to reshaping trade patterns. First, we quantify the long-term impacts of climate on the value of agri-food exports, implicitly considering the ability of countries to adapt, and show that higher marginal temperatures and rainfall levels tend to be beneficial for countries' exports. Following a gravity model approach, we then link the evolving trade patterns to climate change adaptation strategies. We find that the larger the difference in temperatures and rainfall levels between trading partners, the higher the value of bilateral exports. Furthermore, while developed and developing exporters are both sensitive to climate change and to cross-countries heterogeneity in climate, we found their responses to changes in climate to be quite diverse.",1
"This study evaluated the potential of microalgae Scenedesmus abundance for pretreatment of pharmaceutical wastewater in photobioreactor (PBR) associated with photosynthetic microbial fuel cell (PMFC). At the end of pretreatment process, the removal efficiency of COD of 75 % along with nitrate and phosphate of 78 and 83 % was obtained, respectively. In continuation of treatment process, the pretreated wastewater was used as a substrate for further treatment in PMFC and was succeeded to achieve maximum COD removal of 87.8 % calculating the total (combined of PBR and PMFC) removal efficiency of 95 %. A maximum voltage of 740.13 mV and power density of 838.68 mW/m(2) was achieved. A maximum biomass of 0.71 g/L from PBR after pretreatment and 0.78 g/L from PMFC process was obtained.",0
