review,label
"The present study investigates the possibility of woodfuels' involvement and its increased participation role in the energy grid of the Thrace prefecture. This issue comes as a response to the imperative legislative and environmental adaptations to EU regulations regarding the gradual independence from fossil fuels in the energy supply, in line to the dominant role of renewables' exploitation in the energy sector at all the European countries. Addressin the involvement of woodfuels in the aforementioned energy sector of the Thrace prefecture is a controversial issue that necessitates a thoughtful balance of the advantageous and disadvantageous socio-environmental conditions that should accomplish a win-to-win situation in a social, political, economical and environmental level of analysis. Finally, the main counterparts of the proposed energy scheme are also addressed. (C) 2013 The Authors. Published by Elsevier Ltd.",1
"With the foregrounding of clean energy policies by climate change concerns, the rhetorical constitution of America as a collective subject, mobilized to adopt the clean energy economy (CEE), becomes crucial. Here, I analyze the constitutive rhetoric of Pew Charitable Trusts' landmark 2009 report on the CEE, drawing from the ventriloqual perspective to communication. I argue that this approach provides a more pragmatic, conversational understanding of the interpellative process constituting America, noting it to be hybridized and composed of various human and nonhuman agents. Tracing the ingoing interaction among agents-some manifest in the text, others spectral-sheds light on the complex relations of power at stake, recognizes the open-ended possibilities (and restrictions) of agency, and the role of material structures shaping environmental communication and policy.",0
"Membrane technology has been extensively studied for CO(2 )capture applications, especially for flue gas sources. In the past decades, facilitated transport membranes (FTMs) have made breakthroughs overcoming the permeance-selectivity trade-off upper bound restricting traditional CO2 separation membranes, but are still facing challenges towards practical applications, including limited performance, such as insufficient CO2/N-2 selectivity to achieve 95 % CO2 dry-base purity by one step separation, and long-term stability. Herein, we designed and fabricated a novel FTM structure containing an ionic liquid (1-ethyl-3-methylimidazolium aminoacetate, [Emim][Gly]) as mobile CO2-carrier and a polymeric amine (polyethyleneimine, PEI) as fixed CO2 carrier. The fixed carrier is confined within a carbon nanotube (CNT) framework of 230 nm thickness via electrostatic forces adjusted by a polyelectrolyte (polystyrene sulfonate, PSS), while the mobile carrier diffuses freely within the CNT framework. After optimization of the membrane recipe and spray-coating fabrication procedure, following our previous work, the resulting CNT-PSS-PEI similar to IL membranes demonstrated an ultra-high CO2/N-2 selectivity up to 1,000 with CO2 permeance up to 2,400 GPU (Gas Permeation Unit, 1 GPU = 3.348 x 10(-)(10) mol.s(-1).m(-2).Pa-1) under vacuum operation condition. Furthermore, one 100-cm(2) flat sheet membrane sample was prepared and exhibited one-stage CO2 enrichment from 15 % to 95 % purity (dry-base) for the first time amongst all reported CO2 separation membranes. The membrane retained a stable performance over 50-h operation period under vacuum condition. The extraordinary CO2 separation performance illustrates the great potential of the CNT-PSS-PEI similar to IL membranes for flue gas carbon capture application.",1
"Renewable energy sources (RES) can undoubtedly contribute to protecting the environment and conserving fossil fuels, as well as enhancing regional and rural development opportunities. However, every energy production process affects the environment and involves the use of land resources. The risks linked to intensified RES use should be adequately taken into consideration in any planning process, as ill-conceived energy policies may adversely impact land and local ecosystems, and lead to increases in public spending. Therefore, before designing any instruments for the regulation of both RES and land-use, the most essential step is to explore investment possibilities in different contexts. This paper intends to locate and quantify the potentials of biomass, wind and solar as well as to explore some of the potential planning issues associated with their development. The methods and findings presented in this paper may help to build a vision for the development of an optimal RES portfolio and to highlight emerging problems associated with RES deployment. (C) 2013 Elsevier Ltd. All rights reserved.",1
"This paper presents design and development of an accounting based long-term electricity energy planning software. The developed software is intended to be utilized as a learning and research tool. The software's ability includes accounting based calculation and graphical visualization of inputted values of electricity consumption and power generation capacities for baseline year. Electricity consumption growth rate projection for each supply-demand scenario is also provided to allow user work with up to five different supply-demand scenarios. Selection of fossil fuel as well as renewable energy based power plants along with several parameters settings, transmission and distribution losses calculation, resources analysis, and environmental impact calculation in terms of CO2 emission are also in the feature. The software has been well tested and results are compared to that achieved by similar other licensed software.",1
"Addressing environmental concerns alongside economic development and energy transitions is a challenge for all countries and effective policy making requires approaches that can balance all these concerns. In this paper, combining a range of modeling methodologies is proposed as a way of addressing these questions in an integrated manner. The choice of models to be used would depend on the specific characteristics of the system and region being studied. One possible combination of models is discusses in this paper for the specific case of India. The Integrated Modeling Framework (IMF) proposed combines three modeling approaches - i) index decomposition to estimate impacts of structural changes in the economy, ii) constrained optimization to estimate least cost fuel options for the power sector, iii) input-output analysis to estimate economic impacts. The model results indicate that the mode of investment for climate change mitigation is a significant determinant of the impact on economic growth, incomes, and income distribution in India. In some scenarios, higher investments in green energy negatively affects low income households significantly more as compared to other households. The paper also demonstrates how the IMF can be used to determine the reasons for and therefore alleviate the negative impacts. (C) 2018 Elsevier Ltd. All rights reserved.",1
"This paper presents an analysis of climate policy instruments for the decarbonisation of the global electricity sector in a non-equilibrium economic and technology diffusion perspective. Energy markets are driven by innovation, path-dependent technology choices and diffusion. However, conventional optimisation models lack detail on these aspects and have limited ability to address the effectiveness of policy interventions because they do not represent decision-making. As a result, known effects of technology lock-ins are liable to be underestimated. In contrast, our approach places investor decision-making at the core of the analysis and investigates how it drives the diffusion of low-carbon technology in a highly disaggregated, hybrid, global macroeconometric model, FIT:Power-E3MG. Ten scenarios to 2050 of the electricity sector in 21 regions exploring combinations of electricity policy instruments are analysed, including their climate impacts. We show that in a diffusion and path-dependent perspective, the impact of combinations of policies does not correspond to the sum of impacts of individual instruments: synergies exist between policy tools. We argue that the carbon price required to break the current fossil technology lock-in can be much lower when combined with other policies, and that a 90% decarbonisation of the electricity sector by 2050 is affordable without early scrapping. (C) 2014 The Authors. Published by Elsevier Ltd.",1
"The Dutch CATO CCS research community has established an implementation plan for CCS in the Netherlands including a CATO CCS roadmap. The roadmap comprises 26 actions which need to be implemented within the next ten years. The actions address five different CCS themes or issues which need to be covered to successfully implement large-scale CCS. The roadmap has been established in close cooperation with main CCS stakeholders. As guidance for the roadmap, a vision on CCS in the Netherlands for 2050 has been developed. The vision depicts the view of the stakeholders on the role of CCS in the energy system. This roadmap can serve as a solid foundation for CCS stakeholders from both industry and government but also from universities and research institutes to define their next activities. The government can make use of it by defining their short and medium-term CCS action plan. The roadmap is presented in an interactive form on a website that allows stakeholders to directly find relevant information on the actions and background information. (C) 2014 The Authors. Published by Elsevier Ltd.",1
"With the transition to renewable energies and, above all, strongly fluctuating electricity from wind and solar energy, there will be a need for energy storage in the future. For central grid-scale storages, underground geological storage, similar to those already used for fossil fuels, is in the first place under review. Compressed Air Energy Storages have already been successfully used to provide minutes to hours reserve. For storage capacities in the day to week range, storage is required on a chemical rather than a mechanical basis, through either the conversion of electricity into pure hydrogen (H-2) or the generation of mixtures of natural gas and synthetic methane. The latter - the so-called power-to-gas option - allows the use of the existing gas infrastructure. A likely first choice for the storage of H-2 or H-2-SNG mixtures are man-made salt caverns. The suitability of porous rock storage (depleted hydrocarbon reservoirs or water-bearing reservoirs - aquifers) is still under investigation. Interest in porous rock storage options arises, inter alia, from the fact that many regions of Europe lack suitable salt deposits. Favorable salt deposits exist in the UK, notably in the Cheshire Basin to the west and in eastern England, with six salt cavern-hosted facilities operated as natural gas storages. In any case, underground gas storages are characterized by high safety and low environmental impact.",1
"Wind power and solar energy are representatives of renewable resources, and their volatility and randomization make power grid regard wind power and solar energy as negative load in daily dispatch. The increase of wind power and solar energy in the system may lead to the increase of uncontrollable factors, so the abilities for power grid to receive wind power and solar energy might be limited. Limiting factors including power grid's peak-load regulation capacity, frequency regulation capacity, wind power and solar energy output characteristics, load characteristics, external transmission channel of power network and so forth, setting up renewable resources index that the power grid can shoulder can reflect the saturation level of power grid, providing reference and evaluation basis for the operation and management of electric system. According to various kinds of factors that may affect power grid's acceptance ability, the index system which can reflect multi-time scale power grid's acceptance ability about renewable resources put forward. The power grid's acceptance ability is evaluated by power grid's short term, mid-term and long term these three time dimensions, and the operation security of the system and the restriction of the economy can also be took into consideration. Through index quantization value the power grid's acceptance ability towards different proportion's renewable resources can be reflected.",1
"In renewable energy systems, the highly intermittent nature of energy sources with the unpredicted nature of load and grid availability make it a great challenge to operate and transition a system seamlessly under large number of modes while still being able to follow the command of the supervisory control. In this work, an advanced control technique is proposed to integrate energy storage elements with intermittent renewable sources that can achieve seamless transitions while implementing the key protections and ability to follow external commands. The proposed control technique is based on instantaneous power balance theory and dynamic power limiter of the energy source, which is implemented in fast local controller and it does not require any exclusive determination of modes. Therefore, under rapid change of source, load, and grid conditions, the proposed system can respond more quickly and make transitions with increased reliability. Furthermore, the conventional techniques for Maximum Power Point Tracking (MPPT) fail to perform efficiently under low insolation level condition and they do not offer accurate yet oscillation free operation at MPP. In this work, an adaptive tolerance band is proposed to achieve highly accurate fluctuation free MPPT under all the operating conditions, and hence, to improve the performance of the integrated system. Simulation and experimental results are presented to validate the proposed techniques.",1
"This study examines the degree of corporate social responsibility (CSR) in the European banking sector in terms of commitment to the 2030 Agenda Sustainable Development Goals (SDGs). It also explores whether gender diversity on the board of directors can be used to differentiate between companies with different degrees of engagement with the SDGs. This question is important, given that achieving equal opportunities for women is a CSR priority for today's companies given stakeholders' demands. Descriptive and inferential statistical analyses are conducted using a sample of the 30 largest banks in Europe in terms of market capitalization as of 15 February 2019. Key conclusions are that most of the analyzed banks target at least one of the SDGs and that the banks that are most committed to Goals 11 (Sustainable Cities and Communities) and 13 (Climate Action) of the 2030 Agenda have greater gender diversity on their boards of directors.",1
"This paper proposes for the first time to combine the concept of deep learning to analyze the data under the energyPLAN platform. In the process of data simulation, the Generative Adversarial Networks (GAN) algorithm is introduced to compensate for the missing data of individual energy indicators, so as to realize the intelligent monitoring and renewable energy. It is significant for secondary utilization of energy. Regarding innovation of Energy Management Module (EMM) and availability of renewable energy development, we have achieved phased results, but there are still challenges: (1) The feature extraction of the data is broken down or stolen, and the distortion problem occurs. The original data of the training sample is abnormal, and the integrity of the data needs to be expanded; (2) Large-scale data relies solely on simulation. There are still feasibility problems, and further verification is needed. In the article, the real-time power data and simulation collected by the international platform energyPLAN are used to verify the deep learning, and the compensation data is integrated into the verification at the same time.",1
"With large-scale grid-connected renewable energy, new power systems require more flexible and reliable energy storage power sources. Pumped storage stations play an important role in peak shaving, valley filling, and promoting renewable energy consumption. This paper presents the reasonable energy-abandonment operation of a combined power generation system (CPGS), in which a pumped storage station is the core control power, with an ultra-high proportion of renewable energy. Firstly, based on the seasonal characteristics of wind, solar, and load demand, typical days are selected through improved clustering analysis algorithms. Then, a daily optimal scheduling model for combined power generation systems (CPGS) is developed with the goals of economy, low-carbon, and stable operation. Finally, the correlation between the energy-abandonment rate and pumped storage station peak shaving and system optimization operation indicators is obtained by a reasonable energy-abandonment calculation method considering source-grid-load coordination. Taking the operation data of an energy base in the western region of China as an example, when the penetration rate of renewable energy is 60-70% in the future, the operating cost on the power side is greatly affected by the construction of the source side. When the system operates at a planned reasonable energy-abandonment rate of 2%, electricity regulation, load tracking, and daily operating costs all show better performance.",1
"Economies around the globe are pushing toward a society's sustainability perspectives and upgradation in technology to protect the environment from global warming and the depletion of energy supplies. This shift in perception is primarily intended to alter people's attitudes toward posterity. By integrating the theories of interactions between social and ecological systems and the environment Kuznets curve (EKC) framework, this study explores the impact of nonrenewable energy consumption, social sustainability, and technological innovation on CO2 emissions across the Organization for Economic Co-operation and Development (OECD) countries from 2001 through 2020. Based on the estimates of FMOLS, PARDL, and QARDL, the 10-year CO2 emissions and gross domestic product projections are traced using the average growth rate for each country and an average value of independent variables. The findings of this study highlight the detrimental effect of nonrenewable energy consumption on CO2 emissions, underscoring the urgency for sustainable energy alternatives. However, the positive role of social sustainability and technological innovation in curbing CO2 emissions within OECD countries is equally significant. Accentuating the importance of social sustainability within this context, the study sheds light on the integral role that societal factors, such as education, public awareness, and social well-being, play a substantial role in shaping sustainable practices. It is found that Brazil, China, Malaysia, Russia, South Africa, and Thailand need to focus on higher economic growth to experience decarbonizing economic growth.",1
"Urgent solutions to global climate change are needed. Ambitious tree-planting initiatives, many already underway, aim to sequester enormous quantities of carbon to partly compensate for anthropogenic CO2 emissions, which are a major cause of rising global temperatures. However, tree planting that is poorly planned and executed could actually increase CO2 emissions and have long-term, deleterious impacts on biodiversity, landscapes and livelihoods. Here, we highlight the main environmental risks of large-scale tree planting and propose 10 golden rules, based on some of the most recent ecological research, to implement forest ecosystem restoration that maximizes rates of both carbon sequestration and biodiversity recovery while improving livelihoods. These are as follows: (1) Protect existing forest first; (2) Work together (involving all stakeholders); (3) Aim to maximize biodiversity recovery to meet multiple goals; (4) Select appropriate areas for restoration; (5) Use natural regeneration wherever possible; (6) Select species to maximize biodiversity; (7) Use resilient plant material (with appropriate genetic variability and provenance); (8) Plan ahead for infrastructure, capacity and seed supply; (9) Learn by doing (using an adaptive management approach); and (10) Make it pay (ensuring the economic sustainability of the project). We focus on the design of long-term strategies to tackle the climate and biodiversity crises and support livelihood needs. We emphasize the role of local communities as sources of indigenous knowledge, and the benefits they could derive from successful reforestation that restores ecosystem functioning and delivers a diverse range of forest products and services. While there is no simple and universal recipe for forest restoration, it is crucial to build upon the currently growing public and private interest in this topic, to ensure interventions provide effective, long-term carbon sinks and maximize benefits for biodiversity and people.",1
"Community based approaches are becoming the norm in environmental governance initiatives. One prominent example of this is Reduced Emissions from Deforestation and forest Degradation (REDD+), a climate change mitigation strategy that aims at reducing carbon emissions caused by deforestation and forest degradation in developing countries. REDD+ policies generally evoke communities as both potential beneficiaries of REDD+ and as agents for its implementation. However, it is unclear what REDD+ policies are really referring to when they talk about communities. Drawing on critical social science literature about the idea of community, this article advances a performative perspective to analyze how communities are articulated in international and national REDD+ policy, and reflects on the potential implications of these articulations. Results reveal that international policy documents, including those of the major non-governmental organizations (NGOs) engaged in REDD+, tend to present an interpretation that corresponds to Agrawal and Gibson's myth of communities as small, localized, and homogenous social units that share social norms. On the other hand, national policy documents reveal enormous variety in the communities that are actually targeted in national REDD+ policies in terms of resources, governance structure, and social cohesion. One conclusion that could be drawn from this is that the dominant uniform interpretation of communities in REDD+ policy, and in much academic and NGO literature, is clearly unrealistic. However, this does not mean that it is inconsequential. We conclude our article by discussing the performative effects of the identified articulations of community.",1
"Renewable energy has become a significant market player after the turn of the millennium. Wind, solar, smart grid and further renewable energy stocks have experienced both serious up and down trends since that time. In this paper, computed the Minimal Spanning Tree (MST) and Sub-Dominant Ultrametric (SDU) for topological properties of what has been driving the price of renewable energy stock markets and sectors. In this regard, the main object is to define the similarity among sectors in financial market, which is statistically a multivariate time series. The principal mathematical tool to do macro analysis is multivariate vector correlation where multi-dimensional data is considered as a complex system. Furthermore, the base approach for filtering the significant information in a financial system is similarity network analysis. In this paper, the behavior of economic sectors of renewable energy played during 30th July 2015 - 1th January 2018 in America. Results of this study found that, solar sector in renewable energy is confirmed as the dominant sector in America during this period. In addition, results demonstrated that, the leader sector is Solar and the central hubs are Canadian Solar Inc. (CSIQ) from Solar and then Pattern Energy Group Inc. (PEGI) from Solar-Wind sectors.",0
"The incorporation of renewable energy sources into the power grid has necessitated the development of sophisticated forecasting models that can effectively handle the inherent fluctuation and uncertainty associated with renewable energy generation. In this study, an adaptive principal component analysis (PCA)-enhanced transformer architecture, hereinafter referred to as PCA-Transformer, is developed to enhance the performance of transformer models in predicting renewable energy output. The proposed model uses PCA to dynamically determine and adapt the transformer architecture and prioritize the most informative features from time series data, thereby improving the model's attention on relevant information and reducing computational burden. This is essential for accurately capturing the intricate temporal patterns and nonlinear relationships that are typical present in renewable energy time series data. The PCA-Transformer enhances the performance of transformer models in sequence-to-sequence predictions by incorporating an adaptive mechanism that customizes their structure based on the best PCA eigenvectors. The architecture adaptively aligns with the underlying patterns in data by adjusting the number of attention heads and critical dimensions within each transformer block. The adaptability of the proposed architecture is crucial for effectively simulating the complex nature of renewable energy generation patterns. The efficiency of the proposed model was evaluated using the Alice Springs Australia DKASC-ASA and EIA Energy datasets. The proposed model has superior forecasting performance than traditional transformer models and cutting-edge renewable energy forecasting methodologies.",0
"Integrated gasification combined cycle (IGCC) technology is becoming increasingly more competitive among advanced power generation systems suitable for carbon capture. As an emerging technology, many different IGCC process configurations have been heuristically proposed to meet even more aggressive economic and environmental goals. One attractive design combines gasification with a water-gas shift (WGS) reaction system, pressure swing adsorption, and chemical-looping combustion (CLC) for CO2 removal prior to feeding the fuel gas to the combined cycle for power production. The WGS reaction step is required to convert CO to CO2 and the extent of conversion is determined by the degree of carbon capture required in the CLC step. As a first towards optimizing the overall energy efficiency of this IGCC process, we apply heat exchanger network synthesis (HENS) to the WGS reaction system. This particular part of the process was chosen because of its evident integration potential (steam required for the WGS reactions can be generated by recovering energy released by the same reactions) and the influence of some of the gasifier parameters (temperature and pressure) on its performance and on all the subsequent parts of the process. After generating alternative designs using Aspen Energy Analyzer (AEA), the HENS problem was formulated in the sequential-modular Aspen Plus simulator using a process superstructure approach and solved by mixed integer nonlinear programming (MINLP) algorithms. The HENS capability is implemented as CAPE-OPEN (CO) compliant unit operation and makes use of MINLP algorithms, namely Generalized Bender's Decomposition (GBD), Outer Approximation (OA), Equality Relaxation (ER), Augmented Penalty (AP), and Simulated Annealing (SA). This MINLP-based HENS was used in the CO-compliant Aspen Plus simulator to obtain a design for the WGS reaction system that provided a cost of energy for the IGCC system with CO2 capture that was 28% lower than the base case. (C) 2011 Elsevier Ltd. All rights reserved.",1
"Aim Widespread greening and an increasing global terrestrial carbon sink over recent decades have been reported. However, the spatio-temporal relationships between vegetation greenness and productivity and the factors influencing this relationship remain unclear. We define a new metric of ecosystem-scale photosynthetic efficiency (EPE) to analyse its spatio-temporal pattern and investigate how potential drivers regulate the greenness-productivity relationship. Location Global. Time period From 2001 to 2016. Major taxa studied Global terrestrial ecosystems. Methods This study used global datasets of leaf area index (LAI) and solar-induced fluorescence (SIF) as proxies of vegetation greenness and ecosystem productivity, respectively, to propose a new metric of SIF/LAI, representing ecosystem-scale photosynthetic efficiency (EPE). We identified the spatial pattern and dynamics of EPE and examined factors influencing EPE. Results The results showed a weaker increase in productivity compared with the global greening rate from 2001 to 2016, suggesting a decline in EPE at the global scale. This decline in EPE indicates a disproportionate increase in terrestrial productivity against the widespread greening. When stratified into areas following an aridity gradient, we found that EPE overall showed upward trends in arid and semi-arid areas, and downward trends in dry sub-humid and humid regions. The EPE was controlled primarily by soil moisture, which promoted or constrained the EPE in xeric and mesic ecosystems, respectively. Moreover, the increase in short vegetation cover and atmospheric water demand contributed positively or negatively to EPE changes in xeric and mesic ecosystems, respectively. Main conclusions Our study shows that greening of the Earth is associated with decreasing EPE, revealing that current rates of carbon sequestration do not increase proportionally to greening of the Earth and highlighting that soil moisture is a key controller of EPE. These results help to reduce the uncertainties in future climate change impacts on vegetation dynamics, thus having implications for sustainable ecosystem management and climate change mitigation.",1
"A number of Carbon Capture and Storage projects (CCS) are under way around the world, but the technology's high capital and operational costs act as a disincentive to large-scale deployment. In the case of both oxy-combustion and post-combustion CO2 capture, the CO2 compression and purification units (CO2CPU) are vital, but costly, process elements needed to bring the raw CO2 product to a quality that is adequate for transport and storage. Four variants of the CO2CPU were modelled in Aspen HYSYS each of which provide different CO2 product purities at different capital and operating costs. For each unit, a price of CO2 is calculated by assuming that it is an independent entity in which to invest and the internal rate of return (IRR) must be greater or equal to the minimum rate of return on investment. In this study, we test the hypothesis that, owing to the fact that CO2 will likely be transported in multi-source networks, not all CO2 streams will need to be of high purity, and that it may be possible to combine several sources of varying purity to obtain an end-product that is suitable for storage. We find that, when considering study generated costs for an example network in the UK, optimally combining these different sources into one multi-source transport network subject to a minimum CO2 purity of 96% can reduce the price of captured CO2 by 17%. (C) 2017 Elsevier Ltd. All rights reserved.",1
"We compare the effectiveness of absolute vs. intensity targets in preparing China for progressively stronger climate action under the Paris Agreement. The Agreement requires countries to submit nationally determined contributions (NDCs) every five years and in addition calls for submission of long-term low greenhouse gas emission development strategies up to 2050. This study conducts a multi-criteria comparison of the adoption of an absolute vs. an intensity interim target in 2030, followed by an absolute target in 2050, for China. In doing so, we explicitly consider economic growth uncertainty as it is the main motivation behind China's and other developing countries' adoption of intensity targets for 2030. We perform the target comparison analytically, as well as using the stochastic version of a large-scale integrated assessment model. The stochastic model is based on expected utility theory and explicitly accounts for uncertainty. Key policy insights If China wants to hedge against higher than expected economic growth, it is reasonable to adopt an intensity target. However, in the case of lower economic growth, this choice becomes problematic as policy costs will rise while the economy grows slow The difference in costs due to the 2030 target choice can be of the same order of magnitude as the overall climate policy costs themselves An interim absolute target performs better than an equivalent intensity target, under multiple criteria",1
