label,review
1,"Background: Sub-Saharan Africa (SSA) has embarked on a new era of dam building to improve food security and promote economic development. Nonetheless, the future impacts of dams on malaria transmission are poorly understood and seldom investigated in the context of climate and demographic change. Methods: The distribution of malaria in the vicinity of 1268 existing dams in SSA was mapped under the Intergovernmental Panel on Climate Change (IPCC) representative concentration pathways (RCP) 2.6 and 8.5. Population projections and malaria incidence estimates were used to compute population at risk of malaria in both RCPs. Assuming no change in socio-economic interventions that may mitigate impacts, the change in malaria stability and malaria burden in the vicinity of the dams was calculated for the two RCPs through to the 2080s. Results were compared against the 2010 baseline. The annual number of malaria cases associated with dams and climate change was determined for each of the RCPs. Results: The number of dams located in malarious areas is projected to increase in both RCPs. Population growth will add to the risk of transmission. The population at risk of malaria around existing dams and associated reservoirs, is estimated to increase from 15 million in 2010 to 21-23 million in the 2020s, 25-26 million in the 2050s and 28-29 million in the 2080s, depending on RCP. The number of malaria cases associated with dams in malarious areas is expected to increase from 1.1 million in 2010 to 1.2-1.6 million in the 2020s, 2.1-3.0 million in the 2050s and 2.4-3.0 million in the 2080s depending on RCP. The number of cases will always be higher in RCP 8.5 than RCP 2.6. Conclusion: In the absence of changes in other factors that affect transmission (e.g., socio-economic), the impact of dams on malaria in SSA will be significantly exacerbated by climate change and increases in population. Areas without malaria transmission at present, which will transition to regions of unstable transmission, may be worst affected. Modifying conventional water management frameworks to improve malaria control, holds the potential to mitigate some of this increase and should be more actively implemented."
0,"Despite increasing awareness of the public and global health ramifications of climate change, there is a lack of curricula discussing climate change within medical education. Where greater societal awareness and improved scientific understanding have begun to grab the attention of members of the medical education community, there is the precedent, the desire, and the need to incorporate climate-health topics into medical education. We hosted semi-structured interviews (n=9) with faculty members at different institutions across the country who have been involved with climate change education. We pursued a qualitative approach to begin an inter-institutional conversation and better understand what support our colleagues and peers need to expand climate-health education, and we identified a set of key barriers to implementation: Obtaining Institutional Resources, Formalizing Initiative Leadership, and Empowering Faculty Involvement. We also began to appreciate the creative strategies that programs across the country have employed to tackle these challenges. Working with interested students to manage workload, advocating for funded faculty positions, and integrating curricular materials in multiple formats are just a few of the approaches that have helped climate-health initiatives to achieve longevity and penetration in the curriculum. A better identification of the challenges and drivers for success in curricular efforts can provide a roadmap to more efficient implementation of climate-health topics within medical education."
1,"Urban flooding resulting from severe rainstorms is an increasing challenge for cities worldwide due to climate change and rapid urbanization. Model predictive control (MPC) has emerged as a promising approach for realtime management of urban drainage systems to mitigate flooding impacts. However, existing MPC research often relies on idealized rainfall forecasts without adequately accounting for forecast uncertainty, which can compromise the effectiveness of MPC strategies. This study aims to address this critical research gap by developing a framework to evaluate the impacts of forecast uncertainty on MPC performance for urban drainage management. The framework consists of 3 components, (1) martingale model of forecast evolution based on Langevin dynamics for generating rainfall data under different uncertainty conditions (2) MPC, which accepts the rainfall inputs and obtains the real-time control results under different uncertainty conditions and (3) the Scheduling Performance Indicator module, which performs a systematic evaluation of the real-time control system. Using a case study of the Doumen region in Fuzhou City, the results reveal two key findings: First, MPC performance remains close to optimal when forecast uncertainty levels are between 0.1 and 0.3, but deteriorates significantly at uncertainty levels from 0.3 to 0.5. Second, while the MPC error feedback module can occasionally degrade performance for individual events, its overall impact is beneficial in reducing performance deviation risks."
1,"Increased temperatures and more extreme weather patterns associated with global climate change can interact with other factors that regulate animal populations, but many climate change studies do not incorporate other threats to wildlife in their analyses. We used 20years of nest-monitoring data from study sites across a gradient of habitat fragmentation in Missouri, USA, to investigate the relative influence of weather variables (temperature and precipitation) and landscape factors (forest cover and edge density) on the number of young produced per nest attempt (i.e., productivity) for three species of songbirds. We detected a strong forest coverxtemperature interaction for the Acadian Flycatcher (Empidonax virescens) on productivity. Greater forest cover resulted in greater productivity because of reduced brood parasitism and increased nest survival, whereas greater temperatures reduced productivity in highly forested landscapes because of increased nest predation but had no effect in less forested landscapes. The Indigo Bunting (Passerina cyanea) exhibited a similar pattern, albeit with a marginal forest coverxtemperature interaction. By contrast, productivity of the Northern Cardinal (Cardinalis cardinalis) was not influenced by landscape effects or temperature. Our results highlight a potential difficulty of managing wildlife in response to global change such as habitat fragmentation and climate warming, as the habitat associated with the greatest productivity for flycatchers was also that most negatively influenced by high temperatures. The influence of high temperatures on nest predation (and therefore, nest predators) underscores the need to acknowledge the potential complexity of species' responses to climate change by incorporating a more thorough consideration of community ecology in the development of models of climate impacts on wildlife."
1,"Understanding how climate science can be useful in decisions about the management of freshwater resources requires knowledge of decision makers, their climate-sensitive decisions, and the context in which the decisions are being made. A mixed-methods study found that people managing freshwater resources in Hawaii are highly educated and experienced in diverse professions, they perceive climate change as posing a worrisome risk, and they would like to be better informed about how to adapt to climate change. Decision makers with higher climate literacy seem to be more comfortable dealing with uncertain information. Those with lower climate literacy seem to be more trusting of climate information from familiar sources. Freshwater managers in Hawaii make a wide range of climate-sensitive decisions. These decisions can be characterized on several key dimensions including purpose (optimization and evaluation), time horizon (short term and long term), level of information uncertainty (known, uncertain, deeply uncertain, and completely unknown), and information type (quantitative and qualitative). The climate information most relevant to decision makers includes vulnerability assessments incorporating long-term projections about temperature, rainfall distribution, storms, sea level rise, and streamflow changes at an island or statewide scale. The main barriers to using available climate information include insufficient staff time to locate the information and the lack of a clear legal mandate to use the information. Overall, the results suggest that an integrated and systematic approach is needed to determine where and when uncertain climate information is useful and how a larger set of organizational and individual variables affect decision making."
1,"Questions Knowledge of how extreme drought events induce plant dieback and, eventually, plant mortality, may improve our forecasting of ecosystem change according to future climate projections, especially in Mediterranean drylands. In them, shrublands are the main vegetation communities in transition areas from a subhumid to semi-arid climate. This study analyzed differences in plant dieback after an unusual drought in 2014 and identified their main underlying factors in relation to three groups of explanatory variables: water availability, soil properties and vegetation structure attributes.Location Four Mediterranean shrublands along a climatic gradient in SE Spain.Methods At each experimental field site, we sampled a pool of vegetation structure characteristics, soil depth and soil surface properties, and we also determined water availability by continuously monitoring soil moisture and the microclimate conditions.Results The climatic analysis showed that there was an extreme drought event in 2014, which was below the first percentile of the driest years. Under such conditions, vegetation dieback occurred at all the study sites. However, plant dieback differed between sites and plant biotypes. Subshrubs were the main affected biotype, with diebacks close to 60% at the driest sites, and up to 40% dieback for shrubs depending on their vertical development. Relative extractable water and bare soil surface cover were the best explanatory variables of plant community dieback but changed between plant biotypes. Vegetation structure variables related to plant vertical development (leaf area index [LAI], plant height, phytovolume) were significant explanatory variables of plant dieback in shrubs, subshrubs and grasses. Consecutive dry days fitted the best model to explain subshrub dieback.Conclusions We found that rainfall pattern rather than total annual rainfall was the climatic factor that best determined water availability for plants in Mediterranean drylands. These results also pointed out the relevance of plant structure and soil properties for explaining ecosystem responses to extreme drought."
1,"Objectives: This study aims to improve the understanding of the relationship between exposure to floods and malnutrition in children aged 6-59 months in rural India. Research has focused exclusively on Bangladeshi children, and few controlled epidemiological studies are available. Method: A community-based cross-sectional study of child nutritional status was carried out in 14 flooded and 18 non-flooded villages of Jagatsinghpur district (Orissa) within one month of the September 2008 floods, and similarly affected by flooding in August 2006. Face-to-face interviews were conducted in 757 households in the flooded villages and 816 in the non-flooded communities. Data used in this study were from those households with children aged 6-59 months. In total, 191 and 161 children were measured, respectively. The association between various malnutrition indicators and the exposure to floods was assessed by univariate and multivariate logistic regression. Results: Adjusted analyses revealed that children in flooded households were more likely stunted compared with those in non-flooded ones (adjusted prevalence ratio 1.60; 95% CI 1.05 to 2.44). The prevalence of underweight was also higher in children living in the flooded communities (adjusted prevalence ratio 1.86; 95% CI 1.04 to 3.30). Further analyses found that the 26-36-month flooded cohort, thus those children younger than 1 year during the precedent flood in August 2006, attained the largest difference in levels of stunting compared with the unexposed group of the same age. Conclusion: Exposure to floods is associated with long-term malnutrition in these rural communities of Orissa, India. Children exposed to floods during their first year of life presented higher levels of chronic malnutrition. Long-term malnutrition prevention programmes after floods should be implemented in flood-prone areas."
1,"Extreme precipitation triggered by climate change is a hot issue of global concern. This study investigates changes in temporal trends of precipitation at Jinan City, Shandong Province over the last six decades. It first constructs a long series of measured daily precipitation data (1951-2017) and then exploits the relative variability, Mann-Kendall, and rescaled range analysis (R/S analysis) methods to update precipitation characteristics. Results indicate that: (1) annual precipitation varies over 116%, with 74.1% of total precipitation concentrated from June to September, especially for heavy rains and storm days; (2) at the 95% confidence level, the annual rainfall does not increase significantly (U = 1.15), but there is a significant upward trend in the spring (U = 2.08), whereas there is no significant downward trend in the fall (U = -1.03); (3) precipitation sequence mutates in 1990, consistent with spring precipitation series, while there are two to four mutations in summer, autumn, and winter. The above results will provide the theoretical basis and data support for the rational development of water resources in Jinan; meanwhile, studying the law of precipitation changes in Jinan City has important practical significance for flood disaster prevention."
1,"Stomatal opening in plant leaves is regulated through a balance of carbon and water exchange under different environmental conditions. Accurate estimation of stomatal regulation is crucial for understanding how plants respond to changing environmental conditions, particularly under climate change. A new generation of optimality-based modelling schemes determines instantaneous stomatal responses from a balance of trade-offs between carbon gains and hydraulic costs, but most such schemes do not account for biochemical acclimation in response to drought. Here, we compare the performance of six instantaneous stomatal optimisation models with and without accounting for photosynthetic acclimation. Using experimental data from 37 plant species, we found that accounting for photosynthetic acclimation improves the prediction of carbon assimilation in a majority of the tested models. Photosynthetic acclimation contributed significantly to the reduction of photosynthesis under drought conditions in all tested models. Drought effects on photosynthesis could not accurately be explained by the hydraulic impairment functions embedded in the stomatal models alone, indicating that photosynthetic acclimation must be considered to improve estimates of carbon assimilation during drought. Accounting for photosynthetic acclimation improves the predictions of carbon assimilation in all the stomatal optimisation models evaluated. The influence of drought on photosynthesis cannot be fully explained by the hydraulic impairment function of the stomatal models alone."
0,"Significant national discourse has focused on the idea of structural inequalities and structural racism within a variety of societal sectors, including healthcare. This perspective provides an understanding of the historic and pervasive nature of structural inequalities and structural racism; uses well-known frameworks in health equity research for conceptualizing structural inequality and structural racism; offers a summary of the consequences of structural inequalities and structural racism on modern-day health outcomes; and concludes with strategies and suggestions for a way forward. Recommended strategies across different sectors of influence include (a) employment and economic empowerment sector: creating capacity for individuals to earn livable wages; (b) education sector: developing new funding structures to ensure equal opportunities are offered to all; (c) healthcare sector: prioritizing universal access to high-quality health care, including mental health treatment; (d) housing sector: improving access to affordable, safe housing through public-private partnerships; (e) criminal justice sector: focusing reform on restorative justice that is people-centric instead of punitive; and (f) environmental sector: creating sustainable systems that alleviate downstream consequences of climate change. The recommended strategies account for the mutually reinforcing and pervasive nature of structural inequalities/structural racism and target key sectors of influence to enhance overall health outcomes and achieve equity regardless of race, ethnicity, or socioeconomic status."
1,"This paper uses panel cointegration techniques and Granger causality tests to investigate the dynamic causal links between per capita renewable energy consumption, agricultural value added (AVA), carbon dioxide (CO2) emissions, and real gross domestic product (GDP) for a panel of five North Africa countries spanning the period 1980-2011. In the short-run, Granger causality tests show the existence of bidirectional causality between CO2 emissions and agriculture; a unidirectional causality running from agriculture to GDP, from GDP to renewable energy consumption, and from renewable energy consumption to agriculture. In the long-run, there is bidirectional causality between agriculture and CO2 emissions; a unidirectional causality running from renewable energy to agriculture and to emissions, and from output to agriculture and to emissions. Long-run parameter estimates show that an increase in GDP or in renewable energy consumption (including combustible and waste) increases CO2 emissions, whereas an increase in agricultural value added reduces CO2 emissions. As policy recommendation, North African authorities should encourage renewable energy consumption, and especially clean renewable energy such as solar or wind, as this improves agricultural production and help to combat global warming. (C) 2016 Elsevier Ltd. All rights reserved."
1,"For nine sites in the southern Great Plains, the decade of the Dust Bowl was consistently warmer than 1951 to 1980 ''normal.'' It also tended to be drier, but less consistently so. At four of the nine sites, the combination of consistently higher temperature and mostly lower precipitation had a cumulative effect over the 1930s, making the entire decade a period of agricultural drought as characterized by the Palmer Drought Severity Index (PDSI). Episodes of extreme drought occurred at many sites, particularly in 1934 in Nebraska. Temperature and precipitation changes predicted by two general circulation models (GCMs) at the upper range of current climate model predictions for doubled concentrations of CO2 + 4.2-degrees-C and + 4.0-degrees-C mean global surface air temperature warming) suggest drought conditions as defined by the PDSI that are worse than those for the 1930s for all stations. Droughtiness is projected to increase overall, even when the GCM climate change scenarios produce little change or even increases in precipitation. In most instances, the mean GCM-predicted drought conditions equal or exceed the extreme drought years of the decade. When dynamic crop growth models were run in combination with the GCM-predicted climates, simulated wheat (Triticum aestivum L.) and corn (Zea mays L.) yields were obtained that were generally lower (approximately 30%) than those of simulations for the actual climate of the 1930s. The crop model simulations indicated that the predicted climate change is likely to be less detrimental to a crop such as wheat, whose main growing period is in the spring, than to a typical summer crop such as corn. The overall results of this study suggest that the Dust Bowl experience of the 1930s may be characterized as a preliminary analog of possible future climate conditions for the southern Great Plains, with the importance difference that the higher projections of GCM warming produce more severe climatic consequences than the Dust Bowl."
1,"Aim Land use and climate are two major components of global environmental change but our understanding of their simultaneous and interactive effects upon biodiversity is still limited. Here, we investigated the relationship between the species richness of neophytes, i.e. non-native vascular plants introduced after 1500 AD, and environmental covariates to draw implications for future dynamics under land-use and climate change. Location Switzerland, Central Europe. Methods The distribution of vascular plants was derived from a systematic national grid of 1 km2 quadrates (n = 456; Swiss Biodiversity Monitoring programme) including 1761 species, 122 of which were neophytes. Generalized linear models (GLMs) were used to correlate neophyte species richness with environmental covariates. The impact of land-use and climate change was thereafter evaluated by projections for the years 2020 and 2050 using scenarios of moderate and strong changes for climate warming (IPCC) and urban sprawl (NRP 54). Results Mean annual temperature and the amount of urban areas explained neophyte species richness best, with a high predictive power of the corresponding model (cross-validated D2 = 0.816). Climate warming had a stronger impact on the potential increase in the mean neophyte species richness (up to 191% increase by 2050) than ongoing urban sprawl (up to 10% increase) independently from variable interactions and model extrapolations to non-analogue environments. Main conclusions In contrast to other vascular plants, the prediction of neophyte species richness at the landscape scale in Switzerland requires few variables only, and regions of highest species richness of the two groups do not coincide. The neophyte species richness is basically driven by climatic (temperature) conditions, and urban areas additionally modulate small-scale differences upon this coarse-scale pattern. According to the projections climate warming will contribute to the future increase in neophyte species richness much more than ongoing urbanization, but the gain in new neophyte species will be highest in urban regions."
1,"Population irruptions of Pacific crown-of-thorns starfish (Acanthaster cf. solaris) have caused substantial damage to coral reefs, but it is largely unknown how this asteroid will fare in a warmer ocean. We exposed these starfish to one of four thermal treatments, with final temperatures of 26 degrees C (control, annual average), 28 degrees C (summer average), 30 degrees C (summer maximum) and 32 degrees C (predicted summer maximum by 2100). We measured the righting time, movement rate, standard metabolic rate and probability of survival of the crown-of-thorns starfish at various timepoints over similar to 60 days. We found that while temperature did not affect righting time, it did significantly affect movement rate. The movement rate of starfish increased across the 26 to 30 degrees C range, with those at 28 degrees C and 30 degrees C moving 18 and 27% faster than those at the control temperature. Similarly, the standard metabolic rate of starfish increased from 26 to 30 degrees C, with metabolism 100% and 260% faster at 28 degrees C and 30 degrees C compared to those at the 26 degrees C control. At 32 degrees C, individual starfish exhibited a 14% slower movement rate, a 33% slower metabolic rate, and also exhibited a fourfold lower probability of survival than those at 30 degrees C. These results indicate that 32 degrees C is above the thermal optimum of crown-of-thorns starfish, suggesting that prolonged exposure to temperatures that are expected to be regularly exceeded under near-future climate change may be detrimental to this species."
1,"Tropical mountain permafrost has a unique thermal regime due to ground surface exposure to strong solar radiation. The intensity of the surface offset resulting from snow cover also strongly affects the absence or presence of permafrost. Latent heat transfer and reflected solar radiation (higher albedo) that occur during the snow-covered season contribute to a positive feedback that cools the ground. Eleven ground temperature monitoring sites were established on the mountain at 2,780 to 5,820 m.a.s.l. The geothermal heat flow is locally high in the caldera of this volcano, as shown by borehole temperature data. Permafrost is located near the only glacier entirely within the caldera (Furtwangler). These three-year continuous records of ground temperature data encompass years of high and low snow cover. Our results show that the current lower boundary of permafrost is slightly above summit altitude and relict permafrost is present due to the influence of saturated sand on latent heat transfer. Permafrost tends to be lost more rapidly during drought years. The remaining permafrost seems likely to disappear in the future. The presence of permafrost and its thermal resistance depends on the ice content of caldera sand and the duration of snow cover."
1,"The biomass of aquatic organisms largely determines the mass and energy flow within an ecosystem, but the long-term impact of environmental change on biomass is not well constrained for a number of clades. Here, we test the hypothesis that bivalve biomass is negatively impacted by warming climate over time. This study is based on a fossil marine bivalve fauna recovered from hemipelagic sediments deposited in the eastern Mediterranean during climate cycles (marine isotope stages (MIS) 22-18; 900-712 kyr B.P.) of the Early-Middle Pleistocene Transition. We reconstruct individual shell biomasses from fossils and discuss the various biotic and abiotic factors that controlled long-term shell biomass patterns across this important interval in the Earth climate system. The results are contrary to the original hypothesis, suggesting that the response to temperature is not universal. Nevertheless, a decrease in median biomass is observed during the MIS 19 warm period and can be possibly attributed to the combined effect of multiple drivers that cooperated at that critical time in the past, including higher temperature and primary productivity, reduced ventilation of the sea floor, biodiversity changes due to geographic range shifts, and considering species-and age-specific thermal tolerances. Generally, bivalve biomass at the community level is determined by relative abundance and shell biomass-frequency distribution. In our study, the relative abundance and median biomass of small species do not increase or decrease, respectively, in warmer periods. However, larger species are negatively affected by warming both in terms of relative abundance and biomass."
